==636== NVPROF is profiling process 636, command: python3 test.py
==636== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==636== Profiling application: python3 test.py
==636== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
7.25754s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22277]
7.25755s  28.544us            (512 1 1)       (512 1 1)        38      144B  4.0000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22309]
7.25757s  3.9360us            (960 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22314]
7.25758s  26.400us            (112 2 1)       (512 1 1)        28        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=4, int=128, int=1>(float*, at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrInputTensorMetadata<at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=4, int=128, int=1>, unsigned int, int=128, int=1>, at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::TensorSizeStride<at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrInputTensorMetadata, unsigned int=4>, int, at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrInputTensorMetadata) [22329]
7.25761s  2.0160us              (1 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22345]
7.25761s  255.42us              (8 4 1)       (256 1 1)       124  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_interior_nn_v1 [22346]
7.25787s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22350]
7.25787s  28.640us            (512 1 1)       (512 1 1)        38      144B  4.0000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22382]
7.25790s  3.9040us            (960 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22387]
7.25790s  29.216us            (1 512 1)       (256 1 1)       107  22.125KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [22407]
7.25793s  191.62us           (16 128 1)        (32 8 1)        32  9.0000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [22408]
7.25813s  676.38us            (1 16 36)       (128 1 1)       120  12.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_sgemm_128x64_nn [22411]
7.25880s  41.344us           (1 1024 1)       (256 1 1)        80  16.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [22413]
7.25885s  2.0800us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22418]
7.25885s  53.440us           (1024 1 1)       (512 1 1)        38      144B  4.0000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22450]
7.25890s  10.368us           (1920 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22455]
7.25892s  1.9200us              (1 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22471]
7.25892s  256.99us              (8 4 1)       (256 1 1)       124  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_interior_nn_v1 [22472]
7.25918s  2.2080us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22476]
7.25918s  28.576us            (512 1 1)       (512 1 1)        38      144B  4.0000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22508]
7.25921s  4.2560us            (960 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22513]
7.25921s  25.376us            (1 512 1)       (256 1 1)       107  22.125KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [22533]
7.25924s  189.28us           (16 128 1)        (32 8 1)        32  9.0000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [22534]
7.25943s  669.18us            (1 16 36)       (128 1 1)       120  12.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_sgemm_128x64_nn [22537]
7.26010s  37.024us           (1 1024 1)       (256 1 1)        80  16.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [22539]
7.26014s  2.0800us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22544]
7.26014s  53.248us           (1024 1 1)       (512 1 1)        38      144B  4.0000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22576]
7.26019s  10.656us           (1920 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22581]
7.26021s  1.6640us              (1 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22597]
7.26021s  257.15us              (8 4 1)       (256 1 1)       124  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_interior_nn_v1 [22598]
7.26047s  2.0800us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22602]
7.26047s  28.928us            (512 1 1)       (512 1 1)        38      144B  4.0000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22634]
7.26050s  3.8720us            (960 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22639]
7.26050s  24.992us            (1 512 1)       (256 1 1)       107  22.125KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [22655]
7.26053s  189.79us           (16 128 1)        (32 8 1)        32  9.0000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [22656]
7.26072s  669.47us            (1 16 36)       (128 1 1)       120  12.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_sgemm_128x64_nn [22659]
7.26139s  37.312us           (1 1024 1)       (256 1 1)        80  16.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [22661]
7.26143s  2.1120us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22666]
7.26143s  53.600us           (1024 1 1)       (512 1 1)        38      144B  4.0000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22698]
